Type of weapon,Caliber,Brand/Model,Permissibility in civilian circulation,ID Code,Full Name,Date of Birth,Residential Address,Weapon Registered Date,License Number,Affiliation,Prior Incidents,Notes on Modifications,Nationality,Gender,Occupation,Education Level,Marital Status
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074923,Kadri Oja,1963-01-23,"79706 Javier Ridge, Thompsonstad, NH 94849",2012-01-23,EE-GUN-400384,Reserve Military,No,-,Estonian,Female,Police Officer,PhD,Widowed
Adapter,22LR,CZ-581/584,Yes,60607074924,Kadri Tamm,1992-06-18,"52090 Taylor Walk Suite 762, Jeffreyport, GA 84124",2011-03-28,EE-GUN-806765,Reserve Military,Yes,Modified grip,Estonian,Male,Retired,High School,Widowed
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074925,Helin Saar,1988-10-18,"Unit 3168 Box 7397, DPO AA 37092",2005-12-13,EE-GUN-642892,Reserve Military,None,Barrel shortened,Estonian,Male,Engineer,Bachelor's,Widowed
Adapter,222 Rem,Hubertus,Yes,60607074926,Kadri Saar,1999-02-18,"56939 Robin Avenue, Bairdton, VA 66589",2006-08-07,EE-GUN-576849,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Retired,Master's,Single
Adapter,223 Rem,Hubertus,Yes,60607074927,Tõnu Oja,1978-06-04,"177 Christopher Terrace Apt. 632, Kennethland, NJ 88192",2015-10-30,EE-GUN-370211,Narva Gun Enthusiasts,None,-,Estonian,Female,Engineer,Master's,Divorced
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074928,Helin Kuuse,1960-06-19,"7262 Sims Squares, Port Courtneyfurt, UT 44135",2023-07-10,EE-GUN-605382,Reserve Military,Yes,Barrel shortened,Estonian,Female,Teacher,PhD,Divorced
Adapter,22 Hornet,Uronen-Precision-UR-15,Yes,60607074929,Siim Kask,1951-09-07,"989 Kristin Common Suite 085, North Patrickmouth, AZ 48417",2017-12-03,EE-GUN-401244,Reserve Military,Yes,Scope added,Estonian,Male,Engineer,PhD,Married
Adapter,223 Wylde,Deserttech-MDRX,Yes,60607074930,Mart Saar,1961-05-20,"325 Amber Run, Mclaughlinshire, UT 27999",2013-02-15,EE-GUN-623238,None,No,Modified grip,Estonian,Female,Retired,PhD,Divorced
Adapter,222 Rem,CZ-581/584,Yes,60607074931,Jüri Raudsepp,1971-04-07,"640 Nathan Mission Suite 881, Mckinneyside, LA 59742",2017-12-25,EE-GUN-225701,Reserve Military,None,-,Estonian,Male,Engineer,High School,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60607074932,Helin Rebane,2003-11-21,"71162 Mullen Club, East Joshuaberg, FL 27273",2023-03-04,EE-GUN-614646,None,None,Scope added,Estonian,Female,Retired,PhD,Single
Adapter,22 Hornet,Keller-Simmann,Yes,60607074933,Kristi Sepp,1992-02-22,"827 Fisher Street Apt. 431, Port Lauriehaven, MA 54462",2025-02-22,EE-GUN-512842,None,Yes,Barrel shortened,Estonian,Female,Nurse,High School,Single
Adapter,22 Hornet,CZ-581/584,Yes,60607074934,Riina Sepp,1972-10-13,"9887 Torres Curve Suite 243, Watsonport, AR 19944",2017-06-21,EE-GUN-742544,Narva Gun Enthusiasts,No,Scope added,Estonian,Male,Nurse,Master's,Widowed
Adapter,22 Mag,Krieghoff-Extra,Yes,60607074935,Rasmus Vaher,1968-10-22,"284 Teresa Villages, East John, MD 75805",2009-10-04,EE-GUN-834750,Narva Gun Enthusiasts,Yes,-,Estonian,Female,Lawyer,PhD,Divorced
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074936,Mihkel Uibo,1979-06-17,"80552 West Estates, Davidtown, NM 19556",2021-01-15,EE-GUN-553214,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Lawyer,High School,Divorced
Adapter,22 Hornet,Blaser-R-8,Yes,60607074937,Maarja Pärn,1971-04-01,"474 Lauren Stream Suite 517, East Ericaville, AK 53143",2012-12-14,EE-GUN-363165,Reserve Military,Yes,Barrel shortened,Estonian,Male,Police Officer,PhD,Widowed
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074938,Riina Rebane,1979-10-21,"93983 Gonzalez Corner Suite 186, South Louis, NY 07847",2017-09-28,EE-GUN-478496,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Police Officer,Master's,Single
Adapter,222 Rem,CZ-581/584,Yes,60607074939,Helin Koppel,1976-07-05,"6504 Bell Mission Apt. 376, Robertschester, MT 18794",2025-06-08,EE-GUN-781433,None,Yes,Scope added,Estonian,Female,Teacher,Master's,Married
Adapter,22 Hornet,CZ-581/584,Yes,60607074940,Annika Borissov,1990-02-22,"7851 Davis Lodge, Robertside, VT 74938",2010-02-11,EE-GUN-275715,Narva Gun Enthusiasts,Yes,-,Estonian,Male,Police Officer,PhD,Widowed
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074941,Siim Roos,1963-01-06,"8704 Snyder Streets Suite 300, West Kevin, SC 62437",2009-09-06,EE-GUN-775958,Tallinn Marksmen Club,Yes,-,Estonian,Female,Teacher,Master's,Married
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607074942,Mihkel Rebane,1993-12-12,"2730 Kathy Park Apt. 959, Cunninghamview, TX 62896",2009-07-11,EE-GUN-880009,Reserve Military,No,Modified grip,Estonian,Female,Police Officer,High School,Single
Adapter,223 Rem,CMMG-Bravo-AR-15,Yes,60607074943,Tatjana Oja,1974-11-07,"2902 Murray Square, West Frank, MN 55487",2017-07-27,EE-GUN-902156,Reserve Military,No,Scope added,Estonian,Male,Police Officer,Master's,Widowed
Adapter,22 Mag,Hubertus,Yes,60607074944,Jüri Borissov,1952-10-08,"321 Amy Well, Margaretport, TX 91984",2017-10-16,EE-GUN-652329,None,No,Barrel shortened,Estonian,Female,Nurse,Master's,Married
Adapter,223 Rem,Krieghoff-Extra,Yes,60607074945,Ene Tamm,1955-12-23,"02845 Jenkins Estates Apt. 328, Port Jacob, OH 80904",2023-05-05,EE-GUN-719531,Tallinn Marksmen Club,None,-,Estonian,Female,Nurse,Master's,Divorced
Adapter,22 Hornet,Hubertus,Yes,60607074946,Liis Rebane,2007-01-12,"7112 Timothy Inlet, Donmouth, PA 69067",2017-02-03,EE-GUN-263281,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Male,Nurse,Bachelor's,Married
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074947,Erik Kuuse,1961-03-05,"132 Hailey Inlet, East David, NE 91047",2009-04-04,EE-GUN-903072,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Engineer,Bachelor's,Divorced
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074948,Mihkel Tamm,1954-09-30,"0310 Taylor Glen Apt. 140, Port Davidborough, ID 24720",2017-06-01,EE-GUN-849666,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Female,Police Officer,Master's,Divorced
Adapter,223 Wylde,Keller-Simmann,Yes,60607074949,Liis Saar,1951-06-13,"552 William Cliff Apt. 908, Lake James, GA 99331",2023-09-25,EE-GUN-994940,Reserve Military,No,Modified grip,Estonian,Female,Police Officer,Master's,Married
Adapter,.300 BLK,CZ-581/584,Yes,60607074950,Rasmus Mets,1949-10-01,"Unit 1387 Box 5927, DPO AP 14568",2011-08-11,EE-GUN-120337,None,No,Barrel shortened,Estonian,Male,Police Officer,Bachelor's,Widowed
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074951,Mihkel Nurm,2006-04-05,"3836 Kathleen Island Apt. 718, South Kathryn, LA 73525",2006-11-02,EE-GUN-258003,Reserve Military,Yes,Modified grip,Estonian,Female,Lawyer,Bachelor's,Married
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607074952,Toomas Borissov,1955-01-20,"4794 Perez Lodge, Tracichester, CA 62848",2017-12-16,EE-GUN-158760,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Female,Retired,PhD,Widowed
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074953,Mihkel Lepik,1961-08-28,"167 David Locks Suite 912, West Theresamouth, PA 53491",2009-08-19,EE-GUN-908688,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Male,Lawyer,High School,Divorced
Adapter,22 Hornet,Hubertus,Yes,60607074954,Mart Laane,1965-04-21,"9946 Alvarez Rapids Suite 784, Port Shawn, KS 64639",2022-05-17,EE-GUN-880900,Reserve Military,Yes,-,Estonian,Female,Retired,Bachelor's,Single
Adapter,22LR,Deserttech-MDRX,Yes,60607074955,Riina Kuuse,1965-03-01,"10170 Patrick Springs, Ericville, CA 87150",2023-02-23,EE-GUN-275490,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Retired,High School,Single
Adapter,.300 BLK,CZ-581/584,Yes,60607074956,Katrin Nurm,2001-09-09,"47784 Pacheco Plains Apt. 061, Colefurt, NH 05217",2006-07-29,EE-GUN-360804,None,Yes,Barrel shortened,Estonian,Female,Teacher,High School,Single
Adapter,.300 BLK,Blaser-R-8,Yes,60607074957,Jüri Kangur,1961-06-29,"276 Larry Loaf Suite 197, Alvarezburgh, AR 51800",2014-06-02,EE-GUN-343977,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Teacher,PhD,Single
Adapter,223 Wylde,Blaser-R-8,Yes,60607074958,Kristjan Kangur,1983-02-13,"545 Anthony Cape Apt. 559, Port Patriciamouth, CT 56619",2017-03-14,EE-GUN-840951,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Retired,PhD,Widowed
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074959,Kadri Uibo,1973-10-10,"333 Watkins Spurs, Port Kevinmouth, AK 71072",2016-07-20,EE-GUN-268132,Reserve Military,None,Modified grip,Estonian,Female,Nurse,Bachelor's,Widowed
Adapter,22LR,Keller-Simmann,Yes,60607074960,Mart Kuuse,1952-01-01,"864 Heather Radial Apt. 569, Morrisville, NM 13615",2012-06-17,EE-GUN-749838,Narva Gun Enthusiasts,None,Modified grip,Estonian,Female,Teacher,High School,Married
Adapter,223 Rem,Krieghoff-Extra,Yes,60607074961,Kadri Pärn,1972-04-26,"94563 Reid Turnpike Apt. 834, Brandonshire, IN 82364",2008-08-01,EE-GUN-438270,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Police Officer,High School,Single
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607074962,Tõnu Kangur,1998-04-18,"541 Simmons Key, Lake Madisonhaven, ME 57243",2023-10-30,EE-GUN-300924,Reserve Military,No,-,Estonian,Female,Engineer,Bachelor's,Single
Adapter,22 Mag,CZ-581/584,Yes,60607074963,Andres Saar,1970-10-12,"9878 Nicole Road Apt. 973, Adamsside, RI 57350",2024-09-19,EE-GUN-787603,Tallinn Marksmen Club,No,-,Estonian,Male,Nurse,Master's,Widowed
Adapter,222 Rem,CZ-581/584,Yes,60607074964,Kristi Laane,1998-11-26,"7232 Richard Loop, Michelleland, IL 54560",2014-07-16,EE-GUN-869969,Reserve Military,Yes,Barrel shortened,Estonian,Male,Engineer,High School,Single
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074965,Rasmus Oja,2005-07-05,"9363 Edward Burgs, Port Margaret, NM 73878",2020-04-18,EE-GUN-788784,None,None,Modified grip,Estonian,Female,Teacher,High School,Widowed
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074966,Mart Tamm,1978-03-05,"24204 Hopkins Fall, Lake Toddtown, CO 41645",2015-08-06,EE-GUN-676680,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Engineer,Master's,Widowed
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60607074967,Liis Vaher,1953-10-13,"PSC 6516, Box 2319, APO AP 66069",2009-07-24,EE-GUN-966286,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Lawyer,Bachelor's,Widowed
Adapter,22 Hornet,CZ-75-Kadett-adapter,Yes,60607074968,Kristjan Pärn,1984-12-22,"1391 Murphy Prairie Suite 363, North Gregory, NV 54027",2014-02-09,EE-GUN-724702,Reserve Military,None,Modified grip,Estonian,Female,Police Officer,Bachelor's,Divorced
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074969,Siim Uibo,1989-07-27,"158 Wells Gateway Suite 257, Loritown, PA 05063",2007-04-26,EE-GUN-636107,None,No,Barrel shortened,Estonian,Female,Nurse,PhD,Divorced
Adapter,223 Wylde,CZ-581/584,Yes,60607074970,Mihkel Rebane,1996-06-16,"PSC 3486, Box 4518, APO AE 58487",2018-09-03,EE-GUN-950472,Narva Gun Enthusiasts,No,-,Estonian,Male,Teacher,High School,Widowed
Adapter,22 Mag,Krieghoff-Extra,Yes,60607074971,Kadri Pärn,1949-12-28,"PSC 6441, Box 3432, APO AA 83253",2016-03-31,EE-GUN-139186,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Nurse,Master's,Married
Adapter,222 Rem,Deserttech-MDRX,Yes,60607074972,Tatjana Laane,2004-09-23,"41776 Love Wells Apt. 248, West Robertside, MD 59910",2006-05-21,EE-GUN-419588,Reserve Military,Yes,Modified grip,Estonian,Female,Engineer,PhD,Divorced
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074973,Kadri Koppel,2001-04-23,"720 Gonzalez Inlet, Barbaraville, IA 68182",2009-11-18,EE-GUN-629247,Reserve Military,No,-,Estonian,Female,Lawyer,PhD,Divorced
Adapter,22LR,Krieghoff-Extra,Yes,60607074974,Ene Lepik,2007-02-03,"7724 Grace Views Suite 431, Richardsonfurt, MS 75263",2013-02-03,EE-GUN-375311,Reserve Military,Yes,-,Estonian,Male,Retired,Master's,Divorced
Adapter,22 Hornet,CZ-581/584,Yes,60607074975,Ene Roos,1950-11-13,"USNS Meadows, FPO AA 26488",2014-05-13,EE-GUN-871403,None,No,Barrel shortened,Estonian,Female,Lawyer,Bachelor's,Single
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074976,Katrin Sepp,1997-03-05,"9694 Christopher Land, New David, NC 57538",2020-11-22,EE-GUN-299742,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Female,Retired,Bachelor's,Married
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607074977,Rasmus Sepp,2005-10-01,"33447 Anderson Walks, New Jason, LA 95752",2011-11-25,EE-GUN-263568,Reserve Military,No,Barrel shortened,Estonian,Male,Engineer,PhD,Widowed
Adapter,223 Wylde,Heym-16-22-Magnum-Extra,Yes,60607074978,Annika Kangur,1977-12-03,"44397 Mike Spur, Millerfort, MD 91336",2018-12-25,EE-GUN-123853,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Engineer,Bachelor's,Married
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074979,Helin Oja,1996-03-12,"694 Cody Circle Apt. 537, Wendyton, KS 66632",2018-06-02,EE-GUN-145594,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Retired,Bachelor's,Single
Adapter,.300 BLK,CMMG-Bravo-AR-15,Yes,60607074980,Tatjana Rebane,1970-01-15,"Unit 5280 Box 9242, DPO AP 65098",2016-12-30,EE-GUN-795186,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Teacher,Master's,Divorced
Adapter,223 Rem,Heym-16-22-Magnum-Extra,Yes,60607074981,Maarja Roos,1981-04-23,"862 Wilson Cape Apt. 745, Campbellview, WV 35072",2023-01-17,EE-GUN-657381,Reserve Military,No,Modified grip,Estonian,Female,Engineer,High School,Single
Adapter,223 Rem,Hubertus,Yes,60607074982,Maarja Lepik,1970-10-03,"7287 Jacob Center, East Barry, GA 93032",2021-05-08,EE-GUN-880550,None,No,Scope added,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074983,Tatjana Kuuse,1979-02-26,"75877 Rodriguez Stravenue Apt. 151, Port Justin, GA 98796",2022-10-07,EE-GUN-681896,Narva Gun Enthusiasts,No,Modified grip,Estonian,Female,Lawyer,PhD,Single
Adapter,223 Rem,CZ-581/584,Yes,60607074984,Liis Kask,2005-06-07,"089 Robert Club, Port Tyler, MA 03903",2015-02-16,EE-GUN-700727,None,Yes,Scope added,Estonian,Female,Lawyer,PhD,Divorced
Adapter,223 Rem,Keller-Simmann,Yes,60607074985,Jüri Pärn,1995-10-27,"Unit 1659 Box 1520, DPO AE 60824",2021-10-13,EE-GUN-821978,None,Yes,Modified grip,Estonian,Male,Nurse,High School,Single
Adapter,223 Wylde,Blaser-R-8,Yes,60607074986,Riina Vaher,1980-05-09,"050 Nguyen Street Apt. 304, Laurenland, PA 50490",2008-08-09,EE-GUN-531228,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Male,Retired,High School,Divorced
Adapter,22LR,CZ-581/584,Yes,60607074987,Kadri Koppel,1976-08-06,"1032 Chan Haven, North Kenneth, NE 96955",2016-01-03,EE-GUN-742108,None,None,Modified grip,Estonian,Male,Teacher,High School,Widowed
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074988,Kristi Roos,1996-01-25,"158 Tracy Loaf Suite 499, Davischester, MN 80961",2011-10-18,EE-GUN-591534,Narva Gun Enthusiasts,No,-,Estonian,Female,Lawyer,PhD,Divorced
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607074989,Andres Rebane,1978-12-30,"85732 Rose Rue, West Taylorland, NJ 39874",2010-07-06,EE-GUN-533108,None,None,Modified grip,Estonian,Male,Police Officer,PhD,Married
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60607074990,Mihkel Vaher,1958-02-25,"86490 Samantha Passage Apt. 866, South Donnashire, KS 47091",2014-02-16,EE-GUN-524533,Reserve Military,None,-,Estonian,Female,Lawyer,High School,Single
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607074991,Kristi Uibo,1989-04-21,"72260 Robert Squares, Leemouth, TN 59476",2014-06-23,EE-GUN-514828,Reserve Military,None,-,Estonian,Male,Retired,Bachelor's,Married
Adapter,223 Wylde,Hubertus,Yes,60607074992,Mart Vaher,1972-09-06,"Unit 2321 Box 9416, DPO AP 02849",2005-08-27,EE-GUN-408721,Reserve Military,None,Modified grip,Estonian,Female,Teacher,Master's,Single
Adapter,22 Mag,CZ-581/584,Yes,60607074993,Tatjana Vaher,1976-05-01,"776 Turner Via, Hannahfurt, ME 11987",2009-09-17,EE-GUN-439173,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Engineer,PhD,Married
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074994,Tõnu Nurm,1958-08-26,"30372 Ryan Road, North Kevin, FL 62627",2019-10-23,EE-GUN-219710,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Engineer,Master's,Divorced
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074995,Mart Mets,1950-12-10,"777 Michelle Prairie, East Kenneth, MO 07175",2016-10-24,EE-GUN-692960,None,No,Modified grip,Estonian,Male,Teacher,High School,Married
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074996,Mart Raudsepp,1949-12-28,"7998 Johnson Locks Suite 899, Hallton, AK 55813",2025-01-25,EE-GUN-237962,None,No,Scope added,Estonian,Male,Lawyer,Master's,Married
Adapter,223 Rem,Krieghoff-Extra,Yes,60607074997,Rasmus Koppel,1970-12-13,"671 Dean Rue Suite 760, West Jessica, MI 57925",2013-05-09,EE-GUN-791505,Tallinn Marksmen Club,Yes,-,Estonian,Female,Police Officer,High School,Divorced
Adapter,223 Rem,Keller-Simmann,Yes,60607074998,Kristjan Tamm,1984-01-01,"724 Moyer Village Suite 729, West Hannah, TN 63794",2009-11-06,EE-GUN-255457,Reserve Military,None,Scope added,Estonian,Male,Retired,High School,Widowed
Adapter,22LR,CMMG-Bravo-AR-15,Yes,60607074999,Liis Tamm,1961-04-01,"67433 Yvette Knolls Suite 522, Port Brycechester, RI 30213",2009-07-24,EE-GUN-269172,Narva Gun Enthusiasts,None,Modified grip,Estonian,Female,Teacher,Bachelor's,Single
Adapter,222 Rem,Hubertus,Yes,60607075000,Katrin Lepik,1987-09-13,"5084 Melissa Well Apt. 077, North Kimberlyville, OH 06002",2022-09-19,EE-GUN-960109,Reserve Military,Yes,Barrel shortened,Estonian,Female,Lawyer,PhD,Single
Adapter,223 Wylde,Keller-Simmann,Yes,60607075001,Kristi Saar,1956-08-18,"52478 Oconnor Courts, Lake Michael, DC 16620",2012-04-29,EE-GUN-829630,None,None,Barrel shortened,Estonian,Male,Engineer,High School,Married
Adapter,22 Hornet,CZ-581/584,Yes,60607075002,Siim Oja,1979-05-04,"Unit 0375 Box 4821, DPO AA 49316",2019-07-30,EE-GUN-703080,Narva Gun Enthusiasts,No,-,Estonian,Female,Lawyer,PhD,Divorced
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607075003,Andres Kalda,1973-12-30,"86326 Hardin Mount, Sherrymouth, WI 01804",2023-01-22,EE-GUN-755843,Reserve Military,None,Modified grip,Estonian,Female,Lawyer,High School,Widowed
Adapter,223 Rem,Deserttech-MDRX,Yes,60607075004,Rasmus Pärn,1954-03-11,"2606 Donna Row Apt. 908, Robertside, ME 95076",2016-02-17,EE-GUN-366776,Reserve Military,Yes,Scope added,Estonian,Female,Police Officer,High School,Widowed
Adapter,22 Hornet,CZ-581/584,Yes,60607075005,Mart Saar,1972-11-16,"926 Schneider Plains Suite 563, Christopherside, MS 95541",2009-09-28,EE-GUN-446569,Narva Gun Enthusiasts,None,-,Estonian,Female,Police Officer,PhD,Married
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607075006,Annika Vaher,1984-11-15,"Unit 4318 Box 8485, DPO AP 21476",2006-04-03,EE-GUN-878656,Reserve Military,None,Scope added,Estonian,Female,Engineer,High School,Divorced
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607075007,Jüri Rebane,1951-05-10,"46810 Green Parkways Suite 101, Evanstown, MA 31446",2025-03-30,EE-GUN-981578,Reserve Military,Yes,-,Estonian,Male,Engineer,Master's,Divorced
Adapter,222 Rem,Hubertus,Yes,60607075008,Kristjan Rebane,1987-12-11,"4492 Stone Gateway, West Zacharyborough, WI 47853",2020-11-29,EE-GUN-533973,Reserve Military,Yes,Modified grip,Estonian,Female,Lawyer,Bachelor's,Divorced
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60607075009,Kristjan Saar,1956-02-15,"1106 Thomas Mission Apt. 586, Wigginsshire, SC 55999",2020-06-06,EE-GUN-197102,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Engineer,PhD,Divorced
Adapter,22 Hornet,Keller-Simmann,Yes,60607075010,Riina Borissov,1996-05-05,"USCGC Dennis, FPO AA 21845",2010-05-14,EE-GUN-906859,Reserve Military,None,Modified grip,Estonian,Male,Teacher,High School,Married
Adapter,.300 BLK,Keller-Simmann,Yes,60607075011,Andres Pärn,1983-11-16,"88137 Johnson Estate Suite 196, North Mikeport, NC 20594",2009-06-18,EE-GUN-146168,Reserve Military,Yes,-,Estonian,Male,Police Officer,Bachelor's,Single
Adapter,.300 BLK,Deserttech-MDRX,Yes,60607075012,Rasmus Saar,1974-09-25,"4702 Kristen Manor Apt. 443, Port Jodi, DE 72267",2017-04-26,EE-GUN-400487,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Teacher,High School,Widowed
Adapter,22 Mag,Hubertus,Yes,60607075013,Andres Roos,1954-01-20,"9497 Harrington Mountains Apt. 287, Contrerasberg, VA 43127",2008-06-29,EE-GUN-686810,Reserve Military,No,Scope added,Estonian,Female,Nurse,PhD,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60607075014,Kadri Mets,2003-11-19,"3658 Susan Mills Suite 120, Annville, OH 11662",2012-01-02,EE-GUN-666836,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Lawyer,High School,Single
Adapter,22LR,Heym-16-22-Magnum-Extra,Yes,60607075015,Tatjana Tamm,1991-07-23,"837 David Place, North Joshua, IA 92987",2025-03-05,EE-GUN-838908,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Nurse,PhD,Single
Adapter,223 Rem,Blaser-R-8,Yes,60607075016,Annika Raudsepp,1979-09-08,"9070 Kim Mall Apt. 856, Christopherville, GA 37902",2010-05-10,EE-GUN-577714,Narva Gun Enthusiasts,None,-,Estonian,Female,Retired,PhD,Divorced
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607075017,Riina Mets,1961-11-20,"46209 White Station, West Petermouth, MT 42996",2014-03-26,EE-GUN-575301,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Police Officer,Bachelor's,Married
Adapter,222 Rem,Blaser-R-8,Yes,60607075018,Katrin Roos,1975-01-04,"USS Williams, FPO AE 99084",2025-05-24,EE-GUN-702593,None,None,Barrel shortened,Estonian,Female,Teacher,High School,Widowed
Adapter,222 Rem,Hubertus,Yes,60607075019,Tatjana Koppel,1965-07-20,"40578 Jones Burgs Suite 304, East Kathrynberg, OK 53814",2020-08-18,EE-GUN-533525,None,None,Modified grip,Estonian,Male,Lawyer,Master's,Single
Adapter,22 Mag,CZ-581/584,Yes,60607075020,Liis Koppel,1955-03-02,"58238 Ali Point, Williamsmouth, RI 38413",2011-02-25,EE-GUN-925571,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Teacher,High School,Married
Adapter,223 Rem,CZ-581/584,Yes,60607075021,Riina Uibo,1949-06-29,"9465 Brenda Pass Suite 028, West Christopherville, DC 95537",2024-05-22,EE-GUN-202397,Tallinn Marksmen Club,No,Scope added,Estonian,Female,Police Officer,High School,Married
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607075022,Rasmus Borissov,1968-06-21,"855 Petty Station, Nelsonmouth, IL 60767",2016-08-18,EE-GUN-708979,Reserve Military,No,Modified grip,Estonian,Female,Engineer,Bachelor's,Married
Adapter,22 Mag,Deserttech-MDRX,Yes,60607075023,Erik Koppel,1950-07-15,"PSC 2097, Box 0026, APO AP 91791",2022-02-03,EE-GUN-932932,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Male,Engineer,High School,Married
